fiscal_year,fund,category,code,tax,July,August,September,October,November,December,January,February,March,April,May,June,
2014,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,310.35,1442771.16,83151.34,181.75,0.00,0.00,0.00,0.00,0.00,0.00,
2014,Other Special Revenue,Other Tax,1901,Potato Tx,104967.45,39071.03,20313.96,49438.04,62853.47,57734.27,62318.75,67419.06,75666.00,64382.23,43473.37,91377.05,
2014,Other Special Revenue,Other Tax,1903,Mahog Quah ,6068.97,5760.02,823.20,9464.24,1484.40,715.20,1717.20,1965.60,1452.00,1854.94,1084.80,1501.20,
2014,Other Special Revenue,Other Tax,1913,Hospital tax,248080.52,0.00,496161.04,0.00,46769636.48,299564.26,599128.52,299564.26,299564.26,0.00,47896991.52,299504.21,
2014,Other Special Revenue,Other Tax,1980,Waste Oil Fee,236073.00,206025.64,201074.86,213753.52,218199.66,217254.44,200190.58,202049.76,209324.20,217362.41,257563.85,265526.90,
2014,Other Special Revenue,Other Tax,2654,Recycle ,190858.29,261551.86,163073.79,309625.34,178307.32,222918.56,232581.17,318555.04,89638.99,64436.32,374060.16,206698.82,
2015,General Fund,Property Tax,0170,Rel Est Tra,1206283.36,260003.59,1162655.97,1389996.08,1389934.41,1245565.96,1320623.04,749487.82,608103.46,943678.17,1338925.34,2221390.94,
2015,General Fund,Property Tax,0175,Comm For ex ,-2334.04,418.88,361.20,-0.68,844.19,610.24,66.69,5084.69,2602800.29,-130936.46,2029.67,-5552.59,
2015,General Fund,Estate Tax,0212,Estate TX,2655249.44,-2412079.91,7957311.53,9332758.54,616802.22,746671.33,2574371.26,822228.73,1264437.14,600189.20,1805585.92,5232760.18,
2015,General Fund,Motor Fuel Tax,0334,Gas TX IF&W,22898.14,25451.48,25870.40,22225.58,22997.61,20833.85,21163.95,20956.61,19487.38,20880.41,19550.10,22867.85,
2015,General Fund,Individual Income Tax,0401,Payments,6058769.51,2564107.95,7615166.67,14298801.77,5523014.45,7240820.89,4339425.34,7694243.34,24536857.17,162116794.14,11315653.60,9699169.22,
2015,General Fund,Individual Income Tax,0402,Withhold,99944222.19,48142673.25,93877986.17,110076966.26,115105854.92,105154822.98,125040175.89,111626065.20,101696474.48,114993647.79,107332295.36,142543725.84,
2015,General Fund,Individual Income Tax,0403,Estimate,3862822.72,4504653.78,51258055.70,5707310.36,3070320.77,33064068.80,58899317.04,1966499.55,3515364.21,46163557.82,3176001.35,50380105.01,
2015,General Fund,Individual Income Tax,0404,Fiduciary,168010.78,116281.50,2288378.17,114586.97,87744.82,855743.12,1399971.63,-112697.47,730959.84,9309195.75,-78335.88,2275482.35,
2015,General Fund,Individual Income Tax,0408,Refunds,-6294512.87,-3452814.87,-3832989.56,-9929062.03,-7686433.15,-1048427.14,-16935418.81,-62897775.91,-84596282.53,-75709859.54,-14228813.03,-12870334.82,
2015,General Fund,Corporate Income Tax,0415,Payments,1271899.24,-871547.24,7988749.42,4275562.12,2433027.64,4769825.58,1172653.88,2393296.59,17028061.47,7427081.22,863610.89,3036822.93,
2015,General Fund,Corporate Income Tax,0417,Estimate Pay,6679439.02,1686206.70,32308406.15,7712238.71,2628276.55,26782506.29,8221333.96,2877202.79,10639159.13,16624826.08,4501346.53,33747973.79,
2015,General Fund,Corporate Income Tax,0418,Refunds,-839958.46,-487995.27,-2688606.18,-6592686.35,-5634793.36,-3634738.88,-7054566.67,-8177854.91,-865305.21,-475532.74,-84349.87,-695751.70,
2015,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,12243258.15,11804502.72,9614915.05,12408278.21,10140953.30,8884680.02,10261769.48,8148467.38,10186208.75,9258815.51,11324830.61,10358872.00,
2015,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,1855952.97,-629491.66,1677069.99,1132340.81,1045185.29,993477.15,303907.96,1013252.30,993215.08,882889.63,977026.12,2032980.45,
2015,General Fund,Sales & Use Tax,0621,Sales Tx,102563422.96,-1255902.93,113927466.08,102526308.62,88923274.66,79810249.59,103768997.06,63171817.69,66998863.93,80830565.30,75763907.53,213600778.00,
2015,General Fund,Sales & Use Tax,0623,Use Tax,10918944.38,9182134.98,8956421.11,9413406.33,7860703.33,6792476.59,9691336.18,8924865.01,7404757.70,8173078.49,8766636.93,11086745.37,
2015,General Fund,Sales & Use Tax,0625,Spec Tx Ref,70574.87,181229.42,34587.00,115234.75,151421.97,51093.52,227043.59,181511.73,35219.26,102226.09,80808.04,28146.72,
2015,General Fund,Sales & Use Tax,0631,Sale Abat,-319824.70,-130401.96,-188039.28,-855687.07,-306490.96,-36049.83,-125747.99,-6888.17,-302351.88,-120526.96,-45414.26,-129155.28,
2015,General Fund,Sales & Use Tax,0633,Use Abat,-176058.00,-72644.22,-55868.56,-125974.34,-70910.60,-51214.48,-110008.44,-45071.59,-105824.07,-214213.80,-264653.99,-170033.45,
2015,General Fund,Sales & Use Tax,0675,Service Prov.,4916263.29,-348503.48,4152292.85,3995129.10,4079001.10,3859191.09,4071223.78,3772556.83,3635779.55,3927847.58,3653928.14,8839741.58,
2015,General Fund,Business & Special Industry Tax,0822,Tele Prop ,17441.73,0.00,0.00,34848.56,0.00,0.00,0.00,0.00,8033115.64,-480381.56,8700.88,-22652.77,
2015,General Fund,Business & Special Industry Tax,0901,Insur Prem ,403984.53,13112.00,157641.35,8046234.93,4075712.58,38409.13,269984.30,1556048.00,11374715.23,20181849.86,6854206.87,25496215.68,
2015,General Fund,Business & Special Industry Tax,0903,Unauth Ins,96620.04,27024.47,2360.86,381761.86,133336.69,1801.81,36747.94,123670.87,536844.42,586333.66,240794.75,824381.77,
2015,General Fund,Business & Special Industry Tax,1195,Container Fee,127438.06,96953.05,100079.99,227438.33,652633.08,498980.00,137669.85,270340.75,109184.79,202170.52,-209652.47,159532.19,
2015,General Fund,Business & Special Industry Tax,1493,Milk Handling,82498.47,99649.53,80905.88,96654.30,93650.89,86246.44,97693.25,85647.61,318742.87,407677.05,436916.38,320418.35,
2015,General Fund,Business & Special Industry Tax,1903,Mahog Qua,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,General Fund,Business & Special Industry Tax,1913,Hospital tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,Highway Fund,Special Fuel Tax,0308,7.5%  Transcap,-383560.28,-208632.21,-319874.84,-314036.78,-293750.32,-391726.15,-188098.24,-271923.56,-310525.35,-285686.30,-287755.79,-258182.08,
2015,Highway Fund,Special Fuel Tax,0311,Spec Fu ,5397257.65,-1107757.32,5240088.85,4660130.15,4568785.54,5750904.86,3084218.74,4373915.99,4413858.17,4533826.94,4238146.12,8407165.21,
2015,Highway Fund,Special Fuel Tax,0312,Use Fuel,-46057.42,-152260.18,-591044.68,-194896.19,-388238.32,-28662.53,-168852.04,-157644.73,-83417.09,-440582.71,-98931.63,-442745.90,
2015,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-237063.15,-358219.75,-385097.28,-278076.96,-263876.35,-499227.02,-397477.59,-762996.14,-190103.17,-284093.53,-380899.09,-121991.62,
2015,Highway Fund,Special Fuel Tax,0326,Spec Int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,Highway Fund,Gasoline Tax,0321,Gas Tax,16977450.53,2217846.45,19230574.70,16626276.12,17142345.12,15437593.92,15696647.48,15604787.90,14702956.28,15527553.49,14491661.90,33795266.03,
2015,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-21120.95,-39362.04,-5737.52,-14091.19,-27844.85,-9898.15,-27573.77,-24793.55,-18944.28,-30894.36,-15275.13,-7346.38,
2015,Highway Fund,Gasoline Tax,0329,7.5%  Transcap,-1239922.70,-1378184.92,-1400869.25,-1203503.91,-1245308.81,-1128142.15,-1146016.98,-1134789.78,-1055231.80,-1130663.60,-1058627.73,-1238282.48,
2015,Highway Fund,Gasoline Tax,0333,Shrinkage,0.00,-181375.82,-66413.34,-153893.62,-1589.34,0.00,-6846.64,-61660.28,-300674.92,-34481.78,-4050.88,-4020.63,
2015,Highway Fund,Gasoline Tax,0334,Gas TX IF&W,-22898.14,-25451.48,-25870.40,-22225.58,-22997.61,-20833.85,-21163.95,-20956.61,-19487.38,-20880.41,-19550.10,-22867.85,
2015,Highway Fund,Gasoline Tax,0335,Snow Trail Fund,-130471.86,-145020.61,-147407.59,-126639.66,-131038.62,-118709.66,-120590.56,-119409.16,-111037.61,-118974.98,-111394.95,-130299.27,
2015,Highway Fund,Gasoline Tax,0336,ATV Rec Fund,-12929.20,-14370.92,-14607.46,-12549.45,-12985.36,-11763.62,-11950.01,-11832.94,-11003.35,-11789.91,-11038.76,-12912.10,
2015,Highway Fund,Gasoline Tax,0337,Boat Fac Fund,-184578.09,-205160.16,-208537.01,-179156.70,-185379.88,-167938.15,-170599.04,-168927.73,-157084.53,-168313.50,-157590.06,-184333.92,
2015,Highway Fund,Gasoline Tax,0338,ATV Safety,-12929.20,-14370.92,-14607.46,-12549.45,-12985.36,-11763.62,-11950.01,-11832.94,-11003.35,-11789.91,-11038.76,-12912.10,
2015,Highway Fund,Gasoline Tax,0339,Gas Tx Marine,-60220.44,-66935.54,-68037.27,-58451.65,-60482.03,-54791.49,-55659.64,-55114.35,-51250.39,-54913.95,-51415.32,-60140.78,
2015,Other Special Revenue,Property Tax,0106,Re Est Tx ,27082843.64,-289624.87,-3798285.27,4148801.47,20382.82,-5048.70,151638.99,-37626.49,201398.78,121357.58,12436.88,-80636.77,
2015,Other Special Revenue,Property Tax,0161,Int Real Est.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,Other Special Revenue,Property Tax,0170,Re Est Tr,1160571.02,377666.02,1267108.95,838201.76,1361414.30,990380.50,1124169.36,808184.35,681096.87,999829.27,875385.33,2356916.36,
2015,Other Special Revenue,Property Tax,0181,Per Prop,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,Other Special Revenue,Property Tax,0182,Auto Ex,152631.41,131088.62,153763.12,100781.55,108475.29,74096.89,89736.36,66443.70,94974.83,112607.12,125980.44,163932.52,
2015,Other Special Revenue,Property Tax,0183,Boat Ex,6946.90,3928.90,829.40,122.40,0.00,7.00,68.00,315.70,157.69,100.80,1450.30,7056.44,
2015,Other Special Revenue,Motor Fuel Tax,0308,7.5%  Transcap,383560.28,208632.21,319874.84,314036.78,293750.32,391726.15,188098.24,271923.56,310525.35,285686.30,287755.79,258182.08,
2015,Other Special Revenue,Motor Fuel Tax,0321,Gas Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,Other Special Revenue,Motor Fuel Tax,0329,7.5%  Transcap,1239922.70,1378184.92,1400869.25,1203503.91,1245308.81,1128142.15,1146016.98,1134789.78,1055231.80,1130663.60,1058627.73,1238282.48,
2015,Other Special Revenue,Motor Fuel Tax,0331,Aero. Gas,93822.73,109073.19,129068.73,82924.59,99055.08,74508.97,53617.23,40070.92,46894.77,77248.96,58013.10,37203.48,
2015,Other Special Revenue,Motor Fuel Tax,0332,Refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2237.13,-9298.54,0.00,0.00,
2015,Other Special Revenue,Motor Fuel Tax,0335,Snow Trail Fund,130471.86,145020.61,147407.59,126639.66,131038.62,118709.66,120590.56,119409.16,111037.61,118974.98,111394.95,130299.27,
2015,Other Special Revenue,Motor Fuel Tax,0336,ATV Rec Fund,12929.20,14370.92,14607.46,12549.45,12985.36,11763.62,11950.01,11832.94,11003.35,11789.91,11038.76,12912.10,
2015,Other Special Revenue,Motor Fuel Tax,0337,Boat Fac Fund,184578.09,205160.16,208537.01,179156.70,185379.88,167938.15,170599.04,168927.73,157084.53,168313.50,157590.06,184333.92,
2015,Other Special Revenue,Motor Fuel Tax,0338,ATV Safety,12929.20,14370.92,14607.46,12549.45,12985.36,11763.62,11950.01,11832.94,11003.35,11789.91,11038.76,12912.10,
2015,Other Special Revenue,Motor Fuel Tax,0339,Gas Tx Marine,60220.44,66935.54,68037.27,58451.65,60482.03,54791.49,55659.64,55114.35,51250.39,54913.95,51415.32,60140.78,
2015,Other Special Revenue,Other Tax,0401,1040 Payments,0.00,0.00,0.00,1724469.22,0.00,0.00,1540863.18,0.00,500000.00,3284418.58,0.00,4004788.34,
2015,Other Special Revenue,Other Tax,0402,Withhold,59139.00,0.00,0.00,28976.00,0.00,37310.00,62177.00,23652.00,0.00,86205.00,0.00,0.00,
2015,Other Special Revenue,Other Tax,0621,Sale Tx,-9.35,9.22,0.83,38.83,0.21,0.83,-55.19,3.61,9.70,2.10,8.58,1.86,
2015,Other Special Revenue,Other Tax,0670,Nurse Tax,2806230.13,2933161.89,3040671.71,3243438.46,3096704.78,2898387.80,3223208.47,2849134.76,2680501.40,3100363.63,2670729.27,2780477.87,
2015,Other Special Revenue,Other Tax,0671,Rs Treat,135748.17,155222.09,150716.90,117529.37,137326.86,131345.98,140611.32,138858.84,139381.49,193014.41,78368.35,141956.57,
2015,Other Special Revenue,Other Tax,0675,Service Prov.,2965834.58,3096365.81,3032269.47,3128853.95,3300322.26,2959144.61,3150656.01,2884940.20,2833350.21,3159965.12,3085645.52,3114377.07,
2015,Other Special Revenue,Other Tax,0801,Railroad Tax,0.00,0.00,-13819.55,0.00,0.00,-65994.77,0.00,0.00,0.00,284523.38,0.00,309738.48,
2015,Other Special Revenue,Other Tax,0821,E-911 Fee,192304.69,186082.35,189199.27,199204.10,143912.91,193131.38,180236.13,210855.07,215940.84,186449.08,203933.36,187762.82,
2015,Other Special Revenue,Other Tax,0906,Fir Inv Tx,367190.00,279831.00,324656.00,1369332.00,-1002447.58,264057.88,286956.70,492648.00,434971.95,383220.32,95558.68,382015.54,
2015,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,0.00,883421.58,900284.88,0.00,0.00,25.42,0.00,0.00,0.00,0.00,
2015,Other Special Revenue,Other Tax,1901,Potato Tx,91556.86,37436.59,28847.01,55164.83,54436.00,56631.28,58978.74,58509.59,72185.25,81295.17,57151.37,104110.44,
2015,Other Special Revenue,Other Tax,1903,Mahog Quah ,4008.00,211.20,356.40,3482.40,64.82,10056.00,1298.90,2786.40,133.20,378.00,543.60,2425.20,
2015,Other Special Revenue,Other Tax,1913,Hospital tax,940352.00,371744.02,0.00,0.00,47503123.00,402727.00,0.00,0.00,0.00,0.00,47800330.00,361041.00,
2015,Other Special Revenue,Other Tax,1980,Waste Oil Fee,239149.12,260515.24,269282.04,266410.68,258564.00,282077.29,219358.88,246257.70,220816.71,237763.30,242311.31,262336.07,
2015,Other Special Revenue,Other Tax,2654,Recycle ,370585.65,152017.05,164714.78,351410.42,214230.99,215018.78,427863.60,148247.36,153556.05,82453.80,380842.57,132592.20,
2016,General Fund,Property Tax,0170,Rel Est Tra,1468852.99,1454640.41,1353262.77,2420183.52,1657109.77,1126135.55,1345223.07,1193134.69,909812.51,1075104.06,1112718.05,278537.27,
2016,General Fund,Property Tax,0175,Comm For ex ,5533.99,74369.42,-73295.73,530.26,-5781.02,537.95,-2.20,337.09,2520179.62,-121367.72,105162.14,-20779.25,
2016,General Fund,Estate Tax,0212,Estate TX,1656990.02,1506860.22,1917455.25,1318101.54,1248946.31,4931631.99,1891159.36,1864926.18,736313.35,4773962.88,1573630.31,3778175.76,
2016,General Fund,Motor Fuel Tax,0334,Gas TX IF&W,22731.35,25658.71,0.00,49391.95,23552.17,20263.05,22153.37,20764.82,19161.59,20335.03,20827.57,23062.67,
2016,General Fund,Individual Income Tax,0401,Payments,6585570.97,6904910.88,8064311.46,10698263.82,5703735.08,5872260.06,4733090.85,8587872.23,24832937.31,165153977.42,10624220.96,9269097.35,
2016,General Fund,Individual Income Tax,0402,Withhold,104537101.44,110882260.73,92712330.06,114310802.14,120046681.07,126944265.04,118436727.44,113576687.58,106594895.15,95572020.13,107412452.91,102575300.62,
2016,General Fund,Individual Income Tax,0403,Estimate,4989429.17,4652186.09,64955776.78,6350959.43,4532300.54,29340595.76,69213929.36,2859558.62,4054635.52,36696438.20,4084325.08,50344738.34,
2016,General Fund,Individual Income Tax,0404,Fiduciary,506254.14,309734.56,2587885.11,-421633.65,141686.20,1058254.79,2187056.89,55177.66,442695.59,5844776.14,-1681222.42,1456651.77,
2016,General Fund,Individual Income Tax,0408,Refunds,-14042376.54,-4797033.91,-3161428.26,-9923849.75,-7526711.91,-1956263.31,-12770176.79,-91023333.79,-79273698.94,-67952512.11,-18847569.88,-21231392.62,
2016,General Fund,Corporate Income Tax,0415,Payments,3297852.99,2389659.31,2923128.55,3008571.44,2416873.28,5293400.29,2153564.28,1159248.17,19520327.79,4122294.52,664548.73,4863374.31,
2016,General Fund,Corporate Income Tax,0417,Estimate Pay,8288504.50,1721852.90,32391372.51,7457001.40,1693239.79,32948029.87,7396900.73,2940479.76,10655738.68,21806908.38,3984227.45,30508769.34,
2016,General Fund,Corporate Income Tax,0418,Refunds,-20856436.40,-2418271.56,-3466045.15,-6507211.88,-11040472.42,-16518151.99,-948377.56,-4477495.08,-5357969.57,-427211.92,-3559657.33,-536125.86,
2016,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,14506328.51,11068086.20,11565502.36,10152013.14,9467886.42,9319211.81,10323253.30,9364584.39,10009486.99,9193711.96,12894286.49,11473455.56,
2016,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,1891101.32,364199.63,1252386.98,1089580.24,1865820.56,1150005.61,240836.63,1113140.52,1032668.26,899801.74,1777967.90,-551221.88,
2016,General Fund,Sales & Use Tax,0621,Sales Tx,108816697.56,119445756.52,120592144.94,109979924.26,98766647.46,86952790.12,107786135.08,74672422.06,78435622.73,91924320.03,89642139.14,109269475.86,
2016,General Fund,Sales & Use Tax,0623,Use Tax,12288704.22,5858677.95,5994927.53,7528790.90,5504287.80,5448501.06,10878450.94,4831948.50,4525384.79,5944662.11,5915052.18,6368815.16,
2016,General Fund,Sales & Use Tax,0625,Spec Tx Ref,120475.63,106750.05,33477.46,88902.50,104593.84,38618.97,121282.08,124710.88,0.00,95737.75,74503.31,18717.58,
2016,General Fund,Sales & Use Tax,0631,Sale Abat,-93665.09,-387438.43,-49954.87,-646442.52,-337317.00,-47506.43,-232352.66,-232059.17,-111277.65,-41071.34,-248903.71,-107395.82,
2016,General Fund,Sales & Use Tax,0633,Use Abat,-40106.64,-271643.91,-78929.63,-255431.83,-141871.66,-137735.84,-115303.03,-215622.45,-120095.43,-44858.18,-79872.34,-118236.63,
2016,General Fund,Sales & Use Tax,0675,Service Prov.,3798787.29,4070269.12,3747834.18,3794245.19,3853105.87,3577904.75,3894359.74,4135463.87,4325660.72,4802381.66,4762665.27,154281.79,
2016,General Fund,Business & Special Industry Tax,0822,Tele Prop ,0.00,0.00,-34249.48,0.00,0.00,0.00,0.00,0.00,6575681.06,0.00,0.00,-137691.29,
2016,General Fund,Business & Special Industry Tax,0901,Insur Prem ,80586.09,150692.71,51794.84,8357410.01,3443168.00,7370.50,4695.78,1647885.77,14585627.78,12046036.06,10755746.95,27313570.55,
2016,General Fund,Business & Special Industry Tax,0903,Unauth Ins,71240.34,31917.47,16385.00,313388.71,175947.80,4520.00,20776.98,88396.29,508590.58,532499.07,353150.98,689386.20,
2016,General Fund,Business & Special Industry Tax,1195,Container Fee,157655.02,168813.20,105100.14,73802.10,183075.62,163843.00,80232.09,162177.09,137251.11,93856.08,225703.06,123280.15,
2016,General Fund,Business & Special Industry Tax,1493,Milk Handling,326638.94,291872.08,240030.00,290178.58,295284.13,280084.98,257497.65,205505.43,828204.97,437647.24,921253.59,758501.79,
2016,General Fund,Business & Special Industry Tax,1903,Mahog Qua,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1298.40,
2016,General Fund,Business & Special Industry Tax,1913,Hospital tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016,Highway Fund,Special Fuel Tax,0308,7.5%  Transcap,-303400.81,-292729.79,-329871.71,-351661.50,-323796.79,-310158.31,-229939.95,-285285.84,-285923.75,-215472.59,-263857.37,-268305.61,
2016,Highway Fund,Special Fuel Tax,0311,Spec Fu ,4460101.96,5056392.00,4741701.48,4975040.73,5225389.96,4565300.88,3953686.05,4414988.19,4625894.03,3837620.52,4062156.83,4463365.69,
2016,Highway Fund,Special Fuel Tax,0312,Use Fuel,-14303.00,-793185.81,-210582.31,-46890.08,-629328.35,-324657.79,-22304.46,-85324.98,-609342.25,-236454.50,-123173.60,-465532.08,
2016,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-409472.84,-360142.37,-132829.74,-239330.69,-278771.10,-184870.84,-865515.67,-525852.06,-204235.08,-728198.17,-399944.03,-420425.47,
2016,Highway Fund,Special Fuel Tax,0326,Spec Int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016,Highway Fund,Gasoline Tax,0321,Gas Tax,17282557.30,19179538.62,19569242.73,17283234.94,17475404.56,14988948.11,16330095.05,15597015.04,14414337.86,15159910.96,15203512.54,17092992.83,
2016,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-433660.94,-12938.94,-14299.52,-33355.60,-21058.50,-14457.29,-35787.01,-39272.83,-5392.71,-42531.25,-8892.98,-14827.55,
2016,Highway Fund,Gasoline Tax,0329,7.5%  Transcap,-1230890.72,-1389406.27,-1416864.03,-1257684.06,-1275338.12,-1097234.09,-1199593.95,-1124404.34,-1037590.13,-1101131.80,-1127802.12,-1248831.87,
2016,Highway Fund,Gasoline Tax,0333,Shrinkage,-7063.90,-166880.53,-178885.74,-50657.64,-13699.50,7063.90,0.00,-180933.88,-219576.60,-59058.97,-46.95,0.00,
2016,Highway Fund,Gasoline Tax,0334,Gas TX IF&W,-22731.35,-25658.71,0.00,-49391.95,-23552.17,-20263.05,-22153.37,-20764.82,-19161.59,-20335.03,-20827.57,-23062.67,
2016,Highway Fund,Gasoline Tax,0335,Snow Trail Fund,-129521.46,-146201.39,0.00,-281431.46,-134198.48,-115457.34,-126228.24,-118316.35,-109181.25,-115867.48,-118673.88,-131409.33,
2016,Highway Fund,Gasoline Tax,0336,ATV Rec Fund,-12835.02,-14487.93,0.00,-27888.65,-13298.49,-11441.33,-12508.68,-11724.64,-10819.39,-11481.97,-11760.07,-13022.10,
2016,Highway Fund,Gasoline Tax,0337,Boat Fac Fund,-183233.57,-206830.60,-210918.03,-187222.09,-189850.12,-163337.10,-178574.65,-167381.73,-154458.34,-163917.32,-167887.53,-185904.33,
2016,Highway Fund,Gasoline Tax,0338,ATV Safety,-12835.02,-14487.93,0.00,-27888.65,-13298.49,-11441.33,-12508.68,-11724.64,-10819.39,-11481.97,-11760.07,-13022.10,
2016,Highway Fund,Gasoline Tax,0339,Gas Tx Marine,-59781.77,-67480.54,-68814.11,-61083.07,-61940.49,-53290.35,-58261.76,-54609.95,-50393.57,-53479.66,-54774.98,-60653.14,
2016,Other Special Revenue,Property Tax,0106,Re Est Tx ,27196517.95,-655062.75,-1214766.98,1914340.53,50949.69,28562.41,70065.72,-4365.14,6794.88,49794.31,36024.32,59391.36,
2016,Other Special Revenue,Property Tax,0161,Int Real Est.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016,Other Special Revenue,Property Tax,0170,Re Est Tr,1469209.28,1530232.80,1352039.50,517247.82,1359115.31,1142390.27,1367630.30,932639.05,901008.37,1025579.21,1024166.42,308410.43,
2016,Other Special Revenue,Property Tax,0181,Per Prop,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016,Other Special Revenue,Property Tax,0182,Auto Ex,161616.67,132489.17,147833.47,135310.52,111264.24,99098.70,82667.03,79348.46,99836.75,125473.76,132472.49,158973.14,
2016,Other Special Revenue,Property Tax,0183,Boat Ex,5354.81,2794.80,1063.40,165.40,70.40,6.00,233.20,251.00,105.90,1021.80,1823.60,4186.40,
2016,Other Special Revenue,Motor Fuel Tax,0308,7.5%  Transcap,303400.81,292729.79,329871.71,351661.50,323796.79,310158.31,229939.95,285285.84,285923.75,215472.59,263857.37,268305.61,
2016,Other Special Revenue,Motor Fuel Tax,0321,Gas Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016,Other Special Revenue,Motor Fuel Tax,0329,7.5%  Transcap,1230890.72,1389406.27,1416864.03,1257684.06,1275338.12,1097234.09,1199593.95,1124404.34,1037590.13,1101131.80,1127802.12,1248831.87,
2016,Other Special Revenue,Motor Fuel Tax,0331,Aero. Gas,97546.51,146197.76,82508.86,115499.58,84152.20,18165.04,110513.35,47684.44,61861.68,14432.14,114301.43,75480.93,
2016,Other Special Revenue,Motor Fuel Tax,0332,Refunds,0.00,-4416.10,0.00,0.00,0.00,0.00,-905.84,-6800.09,0.00,-7427.90,2425.65,0.00,
2016,Other Special Revenue,Motor Fuel Tax,0335,Snow Trail Fund,129521.46,146201.39,0.00,281431.46,134198.48,115457.34,126228.24,118316.35,109181.25,115867.48,118673.88,131409.33,
2016,Other Special Revenue,Motor Fuel Tax,0336,ATV Rec Fund,12835.02,14487.93,0.00,27888.65,13298.49,11441.33,12508.68,11724.64,10819.39,11481.97,11760.07,13022.10,
2016,Other Special Revenue,Motor Fuel Tax,0337,Boat Fac Fund,183233.57,206830.60,210918.03,187222.09,189850.12,163337.10,178574.65,167381.73,154458.34,163917.32,167887.53,185904.33,
2016,Other Special Revenue,Motor Fuel Tax,0338,ATV Safety,12835.02,14487.93,0.00,27888.65,13298.49,11441.33,12508.68,11724.64,10819.39,11481.97,11760.07,13022.10,
2016,Other Special Revenue,Motor Fuel Tax,0339,Gas Tx Marine,59781.77,67480.54,68814.11,61083.07,61940.49,53290.35,58261.76,54609.95,50393.57,53479.66,54774.98,60653.14,
2016,Other Special Revenue,Other Tax,0401,1040 Payments,0.00,0.00,500000.00,5039214.33,0.00,0.00,50722.72,0.00,0.00,3227187.00,0.00,6309.88,
2016,Other Special Revenue,Other Tax,0402,Withhold,0.00,32351.26,26305.00,29633.00,0.00,0.00,0.00,21735.00,0.00,0.00,0.00,15800.00,
2016,Other Special Revenue,Other Tax,0621,Sale Tx,-18.22,6.77,4.69,0.00,0.99,0.66,-20.49,0.00,4.77,1.81,8.27,0.00,
2016,Other Special Revenue,Other Tax,0670,Nurse Tax,2920383.64,2847876.17,2764453.69,3487574.07,3231918.80,3594953.10,2575491.05,3202630.62,2914579.04,3055840.49,3657000.44,2853289.20,
2016,Other Special Revenue,Other Tax,0671,Rs Treat,194539.37,163251.21,139424.81,172852.22,135337.15,121522.93,120011.44,205804.59,169355.64,166844.65,260971.31,155724.69,
2016,Other Special Revenue,Other Tax,0675,Service Prov.,3003997.62,3347413.59,2994231.67,3177439.95,3099859.32,2933693.65,3277173.70,3686628.65,3581344.30,3754004.41,3626123.51,3647087.51,
2016,Other Special Revenue,Other Tax,0801,Railroad Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2016,Other Special Revenue,Other Tax,0821,E-911 Fee,214365.94,216184.54,215275.46,207888.63,214222.65,211130.71,199884.29,232123.85,193834.13,199325.03,211682.94,199765.43,
2016,Other Special Revenue,Other Tax,0906,Fir Inv Tx,309119.13,356371.96,274577.17,275458.79,244660.02,325189.97,546486.96,433646.12,309317.62,311897.15,271628.00,382372.28,
2016,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,338.73,91496.35,1602983.57,51.75,26.62,0.00,0.00,0.00,0.00,0.00,
